Pendel 1 in Ruhe
Pendel 2 ausgelenkt
107.078 1.785 3.985
107.103 2.415 3.888
107.128 2.835 3.839
107.153 3.150 3.766
107.178 3.535 3.694
107.203 4.095 3.426
107.228 4.340 3.305
107.253 4.445 3.208
107.278 4.690 2.989
107.303 4.760 2.794
107.328 4.830 2.576
107.353 4.585 2.454
107.378 4.620 2.260
107.403 4.410 2.114
107.428 4.200 1.920
107.453 3.675 1.823
107.478 3.360 1.677
107.503 2.975 1.531
107.528 2.485 1.458
107.553 1.855 1.409
107.578 1.260 1.288
107.603 0.735 1.191
107.628 0.070 1.191
107.653 -0.700 1.215
107.678 -1.225 1.021
107.703 -2.030 1.069
107.728 -2.695 1.118
107.753 -3.290 0.996
107.778 -3.885 0.948
107.803 -4.410 0.899
107.828 -5.005 0.923
107.853 -5.460 0.899
107.878 -5.915 0.923
107.903 -6.510 0.996
107.928 -6.790 0.972
107.953 -7.105 0.996
107.978 -7.210 0.875
108.003 -7.455 0.923
108.028 -7.735 1.069
108.053 -7.840 1.045
108.078 -7.770 1.045
108.103 -7.490 0.899
108.128 -7.315 0.850
108.153 -7.350 0.948
108.178 -7.035 0.875
108.203 -6.615 0.778
108.228 -6.300 0.826
108.253 -5.845 0.850
108.278 -5.180 0.705
108.303 -4.795 0.778
108.328 -4.235 0.802
108.353 -3.570 0.729
108.378 -2.940 0.753
108.403 -2.345 0.802
108.428 -1.820 0.850
108.453 -1.050 0.875
108.478 -0.280 0.850
108.503 0.070 1.045
108.528 0.665 1.069
108.553 1.365 1.166
108.578 2.100 1.215
108.603 2.695 1.312
108.628 2.975 1.507
108.653 3.290 1.725
108.678 3.780 1.798
108.703 4.095 1.993
108.728 4.235 2.138
108.753 4.550 2.308
108.778 4.480 2.503
108.803 4.655 2.697
108.828 4.655 2.867
108.853 4.620 3.013
108.878 4.515 3.183
108.903 4.165 3.475
108.928 3.710 3.645
108.953 3.360 3.815
108.978 3.010 3.912
109.003 2.590 4.058
109.028 2.170 4.107
109.053 1.400 4.301
109.078 0.910 4.374
109.103 0.280 4.423
109.128 -0.280 4.495
109.153 -0.700 4.398
109.178 -1.435 4.447
109.203 -2.065 4.350
109.228 -2.765 4.325
109.253 -3.255 4.228
109.278 -3.815 3.985
109.303 -4.235 3.839
109.328 -4.620 3.572
109.353 -5.040 3.305
109.378 -5.600 3.159
109.403 -5.880 2.843
109.428 -6.160 2.551
109.453 -6.475 2.284
109.478 -6.650 1.968
109.503 -6.685 1.604
109.528 -6.755 1.215
109.553 -6.930 0.948
109.578 -6.720 0.462
109.603 -6.825 0.267
109.628 -6.650 -0.146
109.653 -6.440 -0.437
109.678 -6.125 -0.778
109.703 -5.705 -1.093
109.728 -5.355 -1.361
109.753 -5.005 -1.677
109.778 -4.550 -1.847
109.803 -4.235 -1.944
109.828 -3.710 -2.090
109.853 -3.115 -2.236
109.878 -2.660 -2.284
109.903 -2.205 -2.211
109.928 -1.750 -2.187
109.953 -1.225 -2.114
109.978 -0.735 -1.944
110.003 -0.280 -1.798
110.028 0.280 -1.604
110.053 0.700 -1.409
110.078 1.295 -1.093
110.103 1.575 -0.753
110.128 1.785 -0.340
110.153 2.205 0.024
110.178 2.380 0.486
110.203 2.695 0.875
110.228 2.905 1.312
110.253 2.730 1.920
110.278 2.940 2.357
110.303 2.905 2.940
110.328 2.730 3.378
110.353 2.660 3.864
110.378 2.625 4.252
110.403 2.520 4.666
110.428 2.205 5.127
110.453 1.890 5.540
110.478 1.715 5.808
110.503 1.330 6.148
110.528 1.120 6.367
110.553 0.735 6.634
110.578 0.210 6.804
110.603 -0.210 6.998
110.628 -0.420 6.950
110.653 -0.945 7.071
110.678 -1.365 6.950
110.703 -1.820 6.828
110.728 -2.275 6.731
110.753 -2.625 6.464
110.778 -2.800 6.148
110.803 -3.255 5.929
110.828 -3.430 5.467
110.853 -3.640 4.981
110.878 -3.955 4.593
110.903 -4.060 4.010
110.928 -4.340 3.572
110.953 -4.550 3.062
110.978 -4.585 2.430
111.003 -4.690 1.895
111.028 -4.690 1.239
111.053 -4.550 0.583
111.078 -4.480 0.000
111.103 -4.340 -0.632
111.128 -4.305 -1.093
111.153 -4.130 -1.725
111.178 -4.025 -2.138
111.203 -3.955 -2.551
111.228 -3.675 -2.989
111.253 -3.500 -3.280
111.278 -3.430 -3.621
111.303 -3.185 -3.791
111.328 -2.835 -4.082
111.353 -2.485 -4.277
111.378 -2.170 -4.374
111.403 -1.960 -4.325
111.428 -1.820 -4.155
111.453 -1.540 -4.058
111.478 -1.400 -3.742
111.503 -1.015 -3.548
111.528 -0.770 -3.208
111.553 -0.770 -2.843
111.578 -0.490 -2.406
111.603 -0.350 -1.920
111.628 -0.385 -1.288
111.653 -0.105 -0.826
111.678 -0.000 -0.170
111.703 -0.000 0.559
111.728 -0.000 1.166
111.753 0.035 1.823
111.778 0.070 2.527
111.803 0.070 3.208
111.828 0.175 3.766
111.853 0.140 4.325
111.878 0.105 4.909
111.903 0.070 5.467
111.928 -0.175 6.124
111.953 -0.350 6.634
111.978 -0.140 6.974
112.003 -0.210 7.266
112.028 -0.315 7.582
112.053 -0.665 7.946
112.078 -0.700 8.043
112.103 -0.735 8.165
112.128 -0.945 8.311
112.153 -1.050 8.213
112.178 -1.050 8.140
112.203 -0.945 7.897
112.228 -1.085 7.727
112.253 -1.120 7.363
112.278 -1.330 7.047
112.303 -1.225 6.610
112.328 -1.190 6.099
112.353 -1.225 5.540
112.378 -1.365 5.006
112.403 -1.610 4.471
112.428 -1.645 3.766
112.453 -1.715 3.183
112.478 -1.645 2.479
112.503 -1.680 1.798
112.528 -1.540 0.996
112.553 -1.750 0.413
112.578 -1.610 -0.292
112.603 -1.575 -0.923
112.628 -1.575 -1.579
112.653 -1.750 -2.090
112.678 -1.820 -2.576
112.703 -1.785 -3.037
112.728 -1.855 -3.451
112.753 -1.960 -3.839
112.778 -1.960 -4.131
112.803 -2.030 -4.350
112.828 -2.170 -4.447
112.853 -2.205 -4.617
112.878 -2.135 -4.739
112.903 -2.310 -4.714
112.928 -2.275 -4.520
112.953 -2.555 -4.277
112.978 -2.625 -4.034
113.003 -2.625 -3.718
113.028 -2.695 -3.378
113.053 -2.695 -2.989
113.078 -2.800 -2.454
113.103 -3.045 -1.871
113.128 -3.010 -1.312
113.153 -3.115 -0.680
113.178 -3.115 -0.073
113.203 -3.045 0.583
113.228 -3.045 1.215
113.253 -3.080 1.895
113.278 -3.150 2.600
113.303 -3.045 3.232
113.328 -2.870 3.791
113.353 -2.660 4.325
113.378 -2.590 4.933
113.403 -2.485 5.443
113.428 -2.345 6.026
113.453 -2.100 6.367
113.478 -1.960 6.755
113.503 -1.785 7.047
113.528 -1.610 7.411
113.553 -1.470 7.630
113.578 -1.050 7.654
113.603 -1.015 7.873
113.628 -0.735 7.873
113.653 -0.595 7.849
113.678 -0.280 7.557
113.703 0.035 7.387
113.728 0.175 7.217
113.753 0.350 6.828
113.778 0.630 6.537
113.803 0.875 6.026
113.828 0.980 5.662
113.853 1.155 5.176
113.878 1.295 4.593
113.903 1.260 4.131
113.928 1.435 3.475
113.953 1.435 2.892
113.978 1.540 2.260
114.003 1.330 1.750
114.028 1.365 1.118
114.053 1.155 0.559
114.078 1.050 0.024
114.103 0.840 -0.462
114.128 0.770 -1.021
114.153 0.385 -1.434
114.178 0.105 -1.847
114.203 -0.140 -2.236
114.228 -0.245 -2.673
114.253 -0.630 -2.892
114.278 -0.945 -3.110
114.303 -1.435 -3.280
114.328 -1.750 -3.451
114.353 -2.065 -3.451
114.378 -2.520 -3.378
114.403 -2.940 -3.305
114.428 -3.325 -3.208
114.453 -3.465 -3.159
114.478 -3.815 -2.940
114.503 -4.340 -2.600
114.528 -4.445 -2.333
114.553 -4.830 -1.847
114.578 -4.970 -1.604
114.603 -5.215 -1.118
114.628 -5.460 -0.632
114.653 -5.670 -0.097
114.678 -5.495 0.292
114.703 -5.670 0.778
114.728 -5.740 1.337
114.753 -5.635 1.847
114.778 -5.635 2.333
114.803 -5.355 2.697
114.828 -5.040 3.135
114.853 -4.830 3.621
114.878 -4.690 4.034
114.903 -4.480 4.447
114.928 -4.130 4.836
114.953 -3.745 5.054
114.978 -3.185 5.322
115.003 -2.800 5.516
115.028 -2.240 5.686
115.053 -1.995 5.808
115.078 -1.435 5.905
115.103 -0.840 5.881
115.128 -0.385 5.954
115.153 0.140 5.759
115.178 0.560 5.759
115.203 1.015 5.638
115.228 1.610 5.370
115.253 1.855 5.200
115.278 2.275 4.884
115.303 2.625 4.714
115.328 2.905 4.471
115.353 3.325 4.082
115.378 3.465 3.766
115.403 3.570 3.475
115.428 3.605 3.135
115.453 3.745 2.649
115.478 3.570 2.381
115.503 3.605 1.993
115.528 3.325 1.677
115.553 3.150 1.312
115.578 3.045 0.972
115.603 2.695 0.632
115.628 2.310 0.437
115.653 1.995 0.146
115.678 1.400 0.024
115.703 0.980 -0.292
115.728 0.455 -0.486
115.753 -0.105 -0.607
115.778 -0.490 -0.753
115.803 -1.190 -0.899
115.828 -1.645 -0.972
115.853 -2.135 -1.021
115.878 -2.730 -0.923
115.903 -3.465 -0.850
115.928 -4.025 -0.778
115.953 -4.445 -0.705
115.978 -4.900 -0.680
116.003 -5.425 -0.510
116.028 -5.915 -0.292
116.053 -6.300 -0.219
116.078 -6.405 0.049
116.103 -6.790 0.219
116.128 -6.965 0.389
116.153 -6.965 0.535
116.178 -7.280 0.826
116.203 -7.280 1.021
116.228 -7.245 1.239
116.253 -7.105 1.409
116.278 -7.035 1.628
116.303 -6.545 1.701
116.328 -6.370 1.944
116.353 -6.125 2.114
116.378 -5.670 2.138
116.403 -5.285 2.357
116.428 -4.795 2.430
116.453 -4.235 2.551
116.478 -3.640 2.649
116.503 -3.080 2.770
116.528 -2.485 2.843
116.553 -1.820 2.819
116.578 -1.330 2.916
116.603 -0.630 2.892
116.628 -0.070 3.013
116.653 0.490 3.013
116.678 1.190 2.965
116.703 1.855 2.940
116.728 2.205 2.892
116.753 2.800 2.843
116.778 3.080 2.965
116.803 3.605 2.843
116.828 4.025 2.770
116.853 4.235 2.770
116.878 4.410 2.770
116.903 4.655 2.697
116.928 4.725 2.673
116.953 4.725 2.576
116.978 4.445 2.746
117.003 4.305 2.697
117.028 4.130 2.649
117.053 3.955 2.600
117.078 3.640 2.600
117.103 3.290 2.503
117.128 2.730 2.551
117.153 2.275 2.551
117.178 1.680 2.576
117.203 1.400 2.430
117.228 0.630 2.503
117.253 0.140 2.479
117.278 -0.595 2.406
117.303 -1.365 2.406
117.328 -1.750 2.308
117.353 -2.380 2.236
117.378 -3.045 2.138
117.403 -3.605 2.114
117.428 -4.165 2.017
117.453 -4.655 1.895
117.478 -5.180 1.847
117.503 -5.740 1.798
117.528 -6.020 1.652
117.553 -6.300 1.531
117.578 -6.755 1.458
117.603 -7.070 1.385
117.628 -7.105 1.215
117.653 -7.315 1.118
117.678 -7.245 0.972
117.703 -7.245 0.875
117.728 -7.140 0.656
117.753 -7.105 0.607
117.778 -6.825 0.364
117.803 -6.580 0.267
117.828 -6.475 0.219
117.853 -5.950 0.073
117.878 -5.530 -0.049
117.903 -5.145 -0.146
117.928 -4.690 -0.219
117.953 -4.060 -0.316
117.978 -3.535 -0.316
118.003 -2.975 -0.389
118.028 -2.555 -0.292
118.053 -1.750 -0.389
118.078 -1.295 -0.243
118.103 -0.595 -0.243
118.128 -0.035 -0.024
118.153 0.420 0.146
118.178 1.050 0.170
118.203 1.435 0.364
118.228 1.960 0.510
118.253 2.345 0.802
118.278 2.765 0.996
118.303 3.185 1.142
118.328 3.325 1.555
118.353 3.745 1.750
118.378 3.850 2.017
118.403 3.780 2.430
118.428 3.920 2.722
118.453 3.850 3.062
118.478 3.780 3.305
118.503 3.570 3.572
118.528 3.430 3.815
118.553 3.150 4.107
118.578 2.975 4.325
118.603 2.555 4.544
118.628 2.310 4.690
118.653 1.820 4.909
118.678 1.365 5.054
118.703 0.875 5.127
118.728 0.245 5.297
118.753 -0.315 5.322
118.778 -0.665 5.273
118.803 -1.295 5.322
118.828 -1.890 5.297
118.853 -2.240 5.127
118.878 -2.870 5.054
118.903 -3.325 4.836
118.928 -3.885 4.666
118.953 -4.200 4.374
118.978 -4.480 4.082
119.003 -4.830 3.839
119.028 -5.215 3.402
119.053 -5.425 3.037
119.078 -5.705 2.697
119.103 -5.670 2.138
119.128 -5.845 1.701
119.153 -5.915 1.264
119.178 -5.915 0.850
119.203 -6.020 0.437
119.228 -5.880 0.000
119.253 -5.810 -0.364
119.278 -5.495 -0.899
119.303 -5.215 -1.264
119.328 -5.040 -1.507
119.353 -4.900 -1.798
119.378 -4.620 -2.090
119.403 -4.130 -2.430
119.428 -3.850 -2.576
119.453 -3.535 -2.697
119.478 -3.185 -2.770
119.503 -2.590 -2.965
119.528 -2.275 -2.916
119.553 -1.750 -2.965
119.578 -1.400 -2.843
119.603 -1.120 -2.649
119.628 -0.700 -2.357
119.653 -0.490 -2.114
119.678 0.210 -1.944
119.703 0.350 -1.507
119.728 0.490 -1.093
119.753 0.980 -0.729
119.778 1.015 -0.243
119.803 1.295 0.194
119.828 1.575 0.680
119.853 1.855 1.142
119.878 1.680 1.774
119.903 1.715 2.381
119.928 1.820 2.794
119.953 1.785 3.305
119.978 1.785 3.864
120.003 1.610 4.423
120.028 1.540 4.836
120.053 1.295 5.370
120.078 0.980 5.808
120.103 0.840 6.148
120.128 0.560 6.561
120.153 0.490 6.731
120.178 0.035 7.047
120.203 -0.245 7.314
120.228 -0.525 7.484
120.253 -0.700 7.484
120.278 -1.085 7.509
120.303 -1.400 7.484
120.328 -1.540 7.266
120.353 -1.645 7.023
120.378 -1.995 6.877
120.403 -2.100 6.537
120.428 -2.310 6.124
120.453 -2.765 5.832
120.478 -2.870 5.297
120.503 -2.905 4.787
120.528 -3.115 4.301
120.553 -3.185 3.694
120.578 -3.150 3.086
120.603 -3.255 2.503
120.628 -3.325 1.895
120.653 -3.500 1.337
120.678 -3.500 0.680
120.703 -3.535 0.073
120.728 -3.605 -0.462
120.753 -3.465 -1.045
120.778 -3.255 -1.677
120.803 -3.290 -2.138
120.828 -3.255 -2.551
120.853 -3.010 -2.965
120.878 -2.940 -3.280
120.903 -2.765 -3.766
120.928 -2.765 -3.815
120.953 -2.625 -4.107
120.978 -2.590 -4.204
121.003 -2.380 -4.277
121.028 -2.240 -4.301
121.053 -1.960 -4.325
121.078 -1.890 -4.082
121.103 -1.855 -3.815
121.128 -1.715 -3.548
121.153 -1.645 -3.256
121.178 -1.575 -2.819
121.203 -1.400 -2.479
121.228 -1.540 -1.871
121.253 -1.295 -1.361
121.278 -1.260 -0.850
121.303 -1.155 -0.316
121.328 -1.295 0.462
121.353 -1.190 1.045
121.378 -0.980 1.628
121.403 -1.050 2.406
121.428 -1.050 3.037
121.453 -0.945 3.621
121.478 -0.910 4.155
121.503 -1.085 4.836
121.528 -1.015 5.370
121.553 -0.910 5.832
121.578 -1.015 6.342
121.603 -0.980 6.804
121.628 -0.980 7.168
121.653 -0.980 7.484
121.678 -0.840 7.727
121.703 -0.770 7.825
121.728 -0.910 7.995
121.753 -0.945 8.043
121.778 -0.770 7.946
121.803 -0.875 7.946
121.828 -0.805 7.752
121.853 -0.525 7.460
121.878 -0.735 7.241
121.903 -0.630 6.877
121.928 -0.630 6.439
121.953 -0.595 6.026
121.978 -0.420 5.443
122.003 -0.630 5.030
122.028 -0.665 4.471
122.053 -0.560 3.839
122.078 -0.455 3.208
122.103 -0.595 2.624
122.128 -0.630 1.968
122.153 -0.595 1.215
122.178 -0.665 0.632
122.203 -0.735 0.121
122.228 -0.735 -0.583
122.253 -0.805 -1.118
122.278 -1.050 -1.579
122.303 -1.050 -2.211
122.328 -1.085 -2.722
122.353 -1.225 -3.037
122.378 -1.505 -3.256
122.403 -1.470 -3.669
122.428 -1.645 -3.839
122.453 -1.960 -4.010
122.478 -2.030 -4.131
122.503 -2.240 -4.180
122.528 -2.485 -4.107
122.553 -2.520 -4.034
122.578 -3.010 -3.718
122.603 -3.045 -3.572
122.628 -3.150 -3.305
122.653 -3.360 -2.989
122.678 -3.535 -2.624
122.703 -3.465 -2.211
122.728 -3.570 -1.701
122.753 -3.780 -1.191
122.778 -4.025 -0.486
122.803 -4.095 0.049
122.828 -4.060 0.607
122.853 -4.060 1.191
122.878 -4.025 1.750
122.903 -3.815 2.308
122.928 -3.885 2.940
122.953 -3.815 3.499
122.978 -3.605 4.010
123.003 -3.465 4.471
123.028 -3.325 4.933
123.053 -2.975 5.346
123.078 -2.695 5.759
123.103 -2.485 6.172
123.128 -2.065 6.415
123.153 -1.855 6.585
123.178 -1.505 6.780
123.203 -1.155 6.925
123.228 -0.910 6.950
123.253 -0.770 7.023
123.278 -0.315 6.998
123.303 -0.000 6.925
123.328 0.350 6.707
123.353 0.455 6.585
123.378 0.875 6.245
123.403 1.120 6.002
123.428 1.295 5.686
123.453 1.575 5.273
123.478 1.785 4.787
123.503 1.890 4.374
123.528 1.960 3.961
123.553 2.275 3.329
123.578 2.345 2.867
123.603 2.345 2.308
123.628 2.240 1.895
123.653 2.135 1.458
123.678 1.925 0.972
123.703 1.785 0.462
123.728 1.400 0.097
123.753 1.155 -0.316
123.778 0.980 -0.753
123.803 0.560 -1.069
123.828 0.315 -1.385
123.853 -0.105 -1.677
123.878 -0.350 -1.993
123.903 -0.805 -2.138
123.928 -1.330 -2.187
123.953 -1.715 -2.308
123.978 -2.135 -2.479
124.003 -2.520 -2.503
124.028 -2.975 -2.333
124.053 -3.325 -2.357
124.078 -3.640 -2.236
124.103 -4.025 -2.090
124.128 -4.620 -1.750
124.153 -4.865 -1.579
124.178 -5.320 -1.215
124.203 -5.565 -0.923
124.228 -5.670 -0.607
124.253 -5.915 -0.292
124.278 -6.020 0.049
124.303 -6.160 0.486
124.328 -6.265 0.826
124.353 -6.125 1.142
124.378 -6.020 1.531
124.403 -5.985 1.968
124.428 -5.985 2.333
124.453 -5.670 2.649
124.478 -5.530 3.062
124.503 -5.180 3.378
124.528 -4.935 3.645
124.553 -4.515 3.888
124.578 -3.920 4.058
124.603 -3.465 4.228
124.628 -2.940 4.423
124.653 -2.380 4.471
124.678 -1.855 4.593
124.703 -1.365 4.714
124.728 -0.875 4.763
124.753 -0.525 4.811
124.778 0.280 4.690
124.803 0.805 4.544
124.828 1.260 4.544
124.853 1.575 4.520
124.878 1.960 4.423
124.903 2.450 4.228
124.928 2.975 3.985
124.953 3.150 3.839
124.978 3.500 3.621
125.003 3.570 3.499
125.028 3.710 3.256
125.053 3.885 2.989
125.078 3.850 2.819
125.103 3.815 2.600
125.128 3.780 2.357
125.153 3.570 2.163
125.178 3.395 1.871
125.203 3.220 1.628
125.228 2.975 1.385
125.253 2.625 1.142
125.278 2.170 1.021
125.303 1.540 0.948
125.328 1.155 0.753
125.353 0.595 0.632
125.378 0.105 0.510
125.403 -0.560 0.510
125.428 -0.980 0.316
125.453 -1.680 0.364
125.478 -2.135 0.267
125.503 -2.625 0.267
125.528 -3.395 0.292
125.553 -3.885 0.194
125.578 -4.445 0.292
125.603 -4.795 0.316
125.628 -5.250 0.316
125.653 -5.670 0.413
125.678 -6.020 0.462
125.703 -6.475 0.583
125.728 -6.860 0.729
125.753 -6.825 0.778
125.778 -7.035 0.802
125.803 -7.140 0.923
125.828 -7.245 0.972
125.853 -7.070 1.021
125.878 -6.860 1.021
125.903 -6.720 1.142
125.928 -6.790 1.288
125.953 -6.545 1.288
125.978 -6.230 1.409
126.003 -5.670 1.312
126.028 -5.250 1.361
126.053 -4.760 1.385
126.078 -4.340 1.555
126.103 -3.640 1.458
126.128 -3.255 1.604
126.153 -2.520 1.531
126.178 -2.135 1.725
126.203 -1.435 1.750
126.228 -0.910 1.823
126.253 -0.280 1.895
126.278 0.315 1.920
126.303 0.805 1.968
126.328 1.435 2.017
126.353 1.820 2.163
126.378 2.380 2.138
126.403 2.905 2.187
126.428 3.395 2.260
126.453 3.675 2.260
126.478 3.920 2.430
126.503 4.165 2.430
126.528 4.235 2.551
126.553 4.130 2.722
126.578 4.095 2.843
126.603 4.340 2.794
126.628 4.235 2.892
126.653 3.885 3.086
126.678 3.640 3.062
126.703 3.430 3.110
126.728 3.045 3.208
126.753 2.625 3.280
126.778 2.135 3.402
126.803 1.680 3.402
126.828 1.155 3.426
126.853 0.770 3.426
126.878 -0.035 3.499
126.903 -0.595 3.523
126.928 -1.260 3.548
126.953 -1.610 3.353
126.978 -2.310 3.305
127.003 -2.730 3.208
127.028 -3.290 3.062
127.053 -3.710 2.892
127.078 -4.375 2.916
127.103 -4.935 2.722
127.128 -5.355 2.649
127.153 -5.600 2.333
127.178 -6.055 2.284
127.203 -6.265 2.041
127.228 -6.370 1.725
127.253 -6.580 1.531
127.278 -6.510 1.239
127.303 -6.685 1.021
127.328 -6.755 0.850
127.353 -6.755 0.559
127.378 -6.685 0.364
127.403 -6.440 0.146
127.428 -6.265 -0.073
127.453 -5.880 -0.267
127.478 -5.670 -0.510
127.503 -5.110 -0.778
127.528 -4.725 -0.923
127.553 -4.305 -1.045
127.578 -4.130 -1.045
127.603 -3.325 -1.239
127.628 -2.905 -1.264
127.653 -2.275 -1.215
127.678 -1.890 -1.166
127.703 -1.295 -1.239
127.728 -1.015 -0.972
127.753 -0.560 -0.850
127.778 -0.035 -0.729
127.803 0.595 -0.632
127.828 1.050 -0.437
127.853 1.295 -0.049
127.878 1.575 0.219
127.903 2.030 0.462
127.928 2.345 0.778
127.953 2.590 1.118
127.978 2.765 1.458
128.003 3.045 1.798
128.028 3.185 2.187
128.053 3.150 2.527
128.078 2.975 2.989
128.103 2.870 3.353
128.128 2.800 3.791
128.153 2.870 4.010
128.178 2.590 4.398
128.203 2.275 4.666
128.228 1.855 5.103
128.253 1.610 5.224
128.278 1.365 5.467
128.303 0.840 5.686
128.328 0.595 5.808
128.353 0.140 5.954
128.378 -0.280 6.051
128.403 -0.840 6.124
128.428 -1.085 6.002
128.453 -1.645 5.881
128.478 -2.100 5.905
128.503 -2.415 5.638
128.528 -2.730 5.443
128.553 -3.010 5.176
128.578 -3.395 4.884
128.603 -3.745 4.593
128.628 -4.025 4.155
128.653 -4.480 3.839
128.678 -4.585 3.329
128.703 -4.690 2.965
128.728 -4.900 2.527
128.753 -5.005 1.993
128.778 -4.935 1.458
128.803 -5.040 1.045
128.828 -4.900 0.462
128.853 -4.900 -0.049
128.878 -4.830 -0.510
128.903 -4.760 -0.875
128.928 -4.760 -1.288
128.953 -4.410 -1.725
128.978 -4.270 -2.065
129.003 -3.885 -2.527
129.029 -3.815 -2.649
129.054 -3.640 -2.867
129.079 -3.045 -3.159
129.104 -2.835 -3.305
129.129 -2.555 -3.353
129.154 -2.170 -3.451
129.179 -1.890 -3.402
129.204 -1.645 -3.208
129.229 -1.260 -3.135
129.254 -1.085 -2.892
129.279 -0.700 -2.624
129.304 -0.525 -2.260
129.329 -0.385 -1.847
129.354 -0.000 -1.579
129.379 0.070 -1.045
129.404 0.315 -0.680
129.429 0.455 -0.097
129.454 0.630 0.437
129.479 0.630 0.972
129.504 0.595 1.555
129.529 0.665 2.163
129.554 0.665 2.770
129.579 0.630 3.378
129.604 0.770 3.839
129.629 0.735 4.350
129.654 0.560 4.884
129.679 0.560 5.395
129.704 0.455 5.856
129.729 0.140 6.342
129.754 0.105 6.610
129.779 -0.140 6.974
129.804 -0.140 7.096
129.829 -0.280 7.290
129.854 -0.385 7.411
129.879 -0.700 7.533
129.904 -0.805 7.533
129.929 -1.155 7.582
129.954 -1.190 7.363
129.979 -1.400 7.266
130.004 -1.365 6.950
130.029 -1.680 6.731
130.054 -1.820 6.342
130.079 -1.820 5.808
130.104 -1.785 5.395
130.129 -2.065 4.957
130.154 -2.170 4.495
130.179 -2.135 3.766
130.204 -2.135 3.159
130.229 -2.275 2.600
130.254 -2.380 2.041
130.279 -2.345 1.312
130.304 -2.450 0.850
130.329 -2.275 0.121
130.354 -2.485 -0.389
130.379 -2.485 -0.899
130.404 -2.450 -1.458
130.429 -2.485 -1.968
130.454 -2.555 -2.406
130.479 -2.345 -2.819
130.504 -2.415 -3.208
130.529 -2.415 -3.475
130.554 -2.380 -3.718
130.579 -2.415 -3.937
130.604 -2.240 -4.107
130.629 -2.240 -4.107
130.654 -2.345 -4.107
130.679 -2.415 -3.961
130.704 -2.310 -3.864
130.729 -2.205 -3.766
130.754 -2.205 -3.426
130.779 -2.170 -3.159
130.804 -2.170 -2.770
130.829 -2.100 -2.381
130.854 -2.065 -1.993
130.879 -2.065 -1.434
130.904 -2.135 -0.899
130.929 -2.135 -0.292
130.954 -2.135 0.292
130.979 -2.240 1.021
131.004 -2.170 1.628
131.029 -2.170 2.236
131.054 -2.205 2.916
131.079 -2.065 3.426
131.104 -2.100 4.058
131.129 -1.960 4.593
131.154 -1.995 5.176
131.179 -1.715 5.565
131.204 -1.680 6.026
131.229 -1.645 6.415
131.254 -1.365 6.658
131.279 -1.295 7.047
131.304 -1.190 7.290
131.329 -0.945 7.363
131.354 -0.805 7.460
131.379 -0.805 7.533
131.404 -0.770 7.606
131.429 -0.665 7.484
131.454 -0.280 7.266
131.479 -0.140 7.023
131.504 -0.245 6.804
131.529 -0.140 6.585
131.554 0.105 6.172
131.579 0.140 5.808
131.604 0.280 5.200
131.629 0.315 4.836
131.654 0.350 4.301
131.679 0.560 3.694
131.704 0.525 3.183
131.729 0.525 2.600
131.754 0.350 2.017
131.779 0.385 1.409
131.804 0.315 0.875
131.829 0.210 0.340
131.854 0.140 -0.243
131.879 -0.035 -0.753
131.904 -0.210 -1.191
131.929 -0.350 -1.701
131.954 -0.385 -2.138
131.979 -0.875 -2.357
132.004 -0.980 -2.722
132.029 -1.260 -2.916
132.054 -1.715 -3.037
132.079 -1.855 -3.232
132.104 -1.925 -3.426
132.129 -2.240 -3.378
132.154 -2.415 -3.475
132.179 -2.905 -3.256
132.204 -3.010 -3.256
132.229 -3.185 -3.013
132.254 -3.675 -2.722
132.279 -3.745 -2.479
132.304 -3.990 -2.138
132.329 -4.165 -1.725
132.354 -4.480 -1.239
132.379 -4.585 -0.850
132.404 -4.550 -0.437
132.429 -4.690 0.097
132.454 -4.725 0.535
132.479 -4.690 0.996
132.504 -4.655 1.531
132.529 -4.585 2.041
132.554 -4.480 2.576
132.579 -4.445 3.037
132.604 -4.305 3.548
132.629 -4.025 3.864
132.654 -3.710 4.277
132.679 -3.570 4.787
132.704 -3.290 5.006
132.729 -2.905 5.297
132.754 -2.660 5.638
132.779 -2.240 5.808
132.804 -1.785 5.881
132.829 -1.295 6.002
132.854 -0.945 6.075
132.879 -0.525 6.148
132.904 -0.350 6.172
132.929 0.210 6.002
132.954 0.385 6.002
132.979 0.980 5.710
133.004 1.155 5.540
133.029 1.645 5.224
133.054 1.785 5.054
133.079 1.960 4.811
133.104 2.205 4.471
133.129 2.555 4.034
133.154 2.730 3.669
133.179 2.730 3.353
133.204 2.765 2.965
133.229 2.905 2.527
133.254 2.870 2.041
133.279 2.695 1.701
133.304 2.590 1.312
133.329 2.240 1.093
133.354 1.995 0.753
133.379 1.820 0.243
133.404 1.470 0.073
133.429 1.225 -0.316
133.454 0.665 -0.437
133.479 0.140 -0.705
133.504 -0.140 -0.972
133.529 -0.630 -1.093
133.554 -1.120 -1.166
133.579 -1.435 -1.361
133.604 -2.135 -1.288
133.629 -2.520 -1.409
133.654 -3.150 -1.264
133.679 -3.360 -1.385
133.704 -3.955 -1.239
133.729 -4.375 -1.142
133.754 -4.620 -1.069
133.779 -4.900 -0.899
133.804 -5.390 -0.632
133.829 -5.670 -0.462
133.854 -5.985 -0.170
133.879 -6.125 -0.024
133.904 -6.230 0.243
133.929 -6.300 0.510
133.954 -6.510 0.850
